id,date,user,pc,activity
{E23365453503448DAA926FAC},06/19/2026 14:12:02,MOH0273,PC-6699,Connect
{E50B580D37C74CF7A7C2B5AD},06/19/2026 09:23:15,MOH0273,PC-6699,Connect
{76C383218D634980A3B9DB20},06/19/2026 17:39:21,LAP0338,PC-5758,Disconnect
{22F5B49FEB974894A201AA80},06/19/2026 16:13:26,LAP0338,PC-5758,Disconnect
{0F53739B704D4427B0907D4C},06/19/2026 21:22:55,BTR0002,PC-6056,Disconnect
{B02C9C6775564D7CBED88B2E},06/19/2026 16:55:34,BTR0002,PC-6056,Disconnect
{721EACE8AF774F24B5F00B4A},06/19/2026 14:59:20,ACM0001,PC-4275,Connect
{9D1D6F47F7E54C97939BEACC},06/19/2026 09:47:59,ACM0001,PC-4275,Connect
{87840F46699A4C4FA55E26AC},06/19/2026 16:52:23,CNL0003,PC-5758,Connect
{DADDB630238D4FBBBE764FE3},06/19/2026 13:33:02,CNL0003,PC-5758,Connect
{70648E885D3D4BF2B318D322},06/19/2026 14:50:25,ADM0099,PC-7811,Connect
{F6E0BDEC7503406DB2BA36C1},06/19/2026 09:30:36,ADM0099,PC-7811,Connect
